Names,Answer,Series
flodden,battles in which monarchs were killed,7
paterson,scottish rugby union internationals,7
irvine,scottish rugby union internationals,7
hastings,scottish rugby union internationals,7
sole,scottish rugby union internationals,7
whiz,experts,7
shark,experts,7
maestro,experts,7
maven,experts,7
dab,flatfish,7
flounder,flatfish,7
brill,flatfish,7
megrim,flatfish,7
stoute,noted racehorse trainers,7
cumani,noted racehorse trainers,7
nicholls,noted racehorse trainers,7
hills,noted racehorse trainers,7
reed,kinds of warbler,7
cettis,kinds of warbler,7
dartford,kinds of warbler,7
willow,kinds of warbler,7
chord,kinds of organ,7
hammond,kinds of organ,7
pipe,kinds of organ,7
mouth,kinds of organ,7
limoges,european porcelain factories,7
meissen,european porcelain factories,7
doccia,european porcelain factories,7
coalport,european porcelain factories,7
higher,examinations,7
sat,examinations,7
tripos,examinations,7
viva,examinations,7
finland,monty python songs,7
henry-kissinger,monty python songs,7
oliver-cromwell,monty python songs,7
decomposing-composers,monty python songs,7
adolf-hitler,"time magazine ""person of the year"" winners",7
the-protester,"time magazine ""person of the year"" winners",7
you,"time magazine ""person of the year"" winners",7
elizabeth-ii,"time magazine ""person of the year"" winners",7
the-knowledge,magazine supplements,7
es,magazine supplements,7
luxx,magazine supplements,7
fabulous,magazine supplements,7
suzuki,educational methods,7
montessori,educational methods,7
socratic,educational methods,7
pimsleur,educational methods,7
tapestry,types of needle,7
bodkin,types of needle,7
sharp,types of needle,7
darning,types of needle,7
canon,leading japanese companies,7
nintendo,leading japanese companies,7
nomura,leading japanese companies,7
bridgestone,leading japanese companies,7
twemlow,domestic staff at blandings (p.g. wodehouse),7
wellbeloved,domestic staff at blandings (p.g. wodehouse),7
beach,domestic staff at blandings (p.g. wodehouse),7
voules,domestic staff at blandings (p.g. wodehouse),7
soft-cell,new wave/new romantic bands,8
talk-talk,new wave/new romantic bands,8
visage,new wave/new romantic bands,8
abc,new wave/new romantic bands,8
winking,as easy as,8
pie,as easy as,8
falling-off-a-log,as easy as,8
riding-a-bike,as easy as,8
lebara,uk mobile service providers,8
ee,uk mobile service providers,8
three,uk mobile service providers,8
giffgaff,uk mobile service providers,8
old-paint,things that are peeled,8
orange,things that are peeled,8
sticker,things that are peeled,8
eyes,things that are peeled,8
glace,weather conditions in french,8
éclair,weather conditions in french,8
vent,weather conditions in french,8
neige,weather conditions in french,8
breast,parts of a jacket,8
pocket,parts of a jacket,8
lapel,parts of a jacket,8
cuff,parts of a jacket,8
shaft,us tv detectives of the 70s,8
rockford,us tv detectives of the 70s,8
ironside,us tv detectives of the 70s,8
cannon,us tv detectives of the 70s,8
baulk,snooker terms,8
bridge,snooker terms,8
plant,snooker terms,8
kiss,snooker terms,8
perfect-10,the beautiful south songs,8
36d,the beautiful south songs,8
rotterdam,the beautiful south songs,8
a-little-time,the beautiful south songs,8
galaxy,models of ford car,8
fiesta,models of ford car,8
kuga,models of ford car,8
escort,models of ford car,8
parker-brothers,board game publishers,8
mayfair,board game publishers,8
waddingtons,board game publishers,8
ravensburger,board game publishers,8
french,styles of bikini wax,8
brazilian,styles of bikini wax,8
hollywood,styles of bikini wax,8
playboy,styles of bikini wax,8
cole,bbc political editors,8
marr,bbc political editors,8
simpson,bbc political editors,8
oakley,bbc political editors,8
bell,helicopter manufacturers,8
agusta-westland,helicopter manufacturers,8
sikorsky,helicopter manufacturers,8
robinson,helicopter manufacturers,8
kilner,types of jar,8
leyden,types of jar,8
canopic,types of jar,8
jam,types of jar,8
clash,british punk rock bands,8
damned,british punk rock bands,8
buzzcocks,british punk rock bands,8
undertones,british punk rock bands,8
harp,objects with strings,8
tennis-racquet,objects with strings,8
marionette,objects with strings,8
apron,objects with strings,8
crossover,parts of a stage,8
wings,parts of a stage,8
legs,parts of a stage,8
proscenium,parts of a stage,8
ross,species of seal,8
monk,species of seal,8
elephant,species of seal,8
harbour,species of seal,8
sacks,famous jonathans,8
ive,famous jonathans,8
trott,famous jonathans,8
swift,famous jonathans,8
smith-and-wesson,brands of firearms,8
weatherby,brands of firearms,8
winchester,brands of firearms,8
ruger,brands of firearms,8
portsmouth,mike oldfield singles,8
blue-peter,mike oldfield singles,8
sentinel,mike oldfield singles,8
moonlight-shadow,mike oldfield singles,8
fleet,places in hampshire,8
aldershot,places in hampshire,8
alton,places in hampshire,8
ringwood,places in hampshire,8
tiranga,flags,8
old-glory,flags,8
jolly-roger,flags,8
maple-leaf,flags,8
love,"""story"" films",8
bedtime,"""story"" films",8
la,"""story"" films",8
west-side,"""story"" films",8
ranch,salad dressings,8
blue-cheese,salad dressings,8
wafu,salad dressings,8
caesar,salad dressings,8
utility,kennel club dog groups,8
pastoral,kennel club dog groups,8
toy,kennel club dog groups,8
hound,kennel club dog groups,8
romantic,4th symphony nicknames,8
italian,4th symphony nicknames,8
heroes,4th symphony nicknames,8
tragic,4th symphony nicknames,8
brown,ivy league establishments,8
columbia,ivy league establishments,8
yale,ivy league establishments,8
cornell,ivy league establishments,8
snow-white,disney princesses,8
pocahontas,disney princesses,8
merida,disney princesses,8
jasmine,disney princesses,8
romeo-and-juliet,ballets by prokofiev,8
chout,ballets by prokofiev,8
trapeze,ballets by prokofiev,8
cinderella,ballets by prokofiev,8
basmati,varieties of rice,8
bomba,varieties of rice,8
popcorn,varieties of rice,8
arborio,varieties of rice,8
hesse,german born writers,8
schiller,german born writers,8
grimm,german born writers,8
mann,german born writers,8
broomstick,quidditch equipment,8
quaffle,quidditch equipment,8
beaters-bat,quidditch equipment,8
bludger,quidditch equipment,8
grass,betray,8
shop,betray,8
snitch,betray,8
sneak,betray,8
graph,photo,8
synthesis,photo,8
journalism,photo,8
taxis,photo,8
mrs-mcclusky,grange hill characters,8
roly,grange hill characters,8
gripper,grange hill characters,8
zammo,grange hill characters,8
tucker,members of the velvet underground,8
reed,members of the velvet underground,8
cale,members of the velvet underground,8
morrison,members of the velvet underground,8
wake,english towns calledfield,8
chester,english towns calledfield,8
hat,english towns calledfield,8
mans,english towns calledfield,8
sedge,marsh plants,8
bulrush,marsh plants,8
arrowhead,marsh plants,8
cattail,marsh plants,8
t20,forms of cricket,8
french,forms of cricket,8
test,forms of cricket,8
kwik,forms of cricket,8
silver,wonder horses,8
topper,wonder horses,8
trigger,wonder horses,8
champion,wonder horses,8
havoc,anne hathaway films,8
les-misérables,anne hathaway films,8
bride-wars,anne hathaway films,8
one-day,anne hathaway films,8
first-class,excellent,8
a-1,excellent,8
copacetic,excellent,8
boffo,excellent,8
feathers-mcgraw,wallace and gromit characters,8
wendolene,wallace and gromit characters,8
gromit,wallace and gromit characters,8
shaun,wallace and gromit characters,8
bolt,dead,8
reckoning,dead,8
shot,dead,8
heat,dead,8
burrell,the collection,8
wallace,the collection,8
peggy-guggenheim,the collection,8
frick,the collection,8
powell,100m world record holders,8
lewis,100m world record holders,8
greene,100m world record holders,8
bailey,100m world record holders,8
corona,international beers,8
brahma,international beers,8
skol,international beers,8
asahi,international beers,8
totality,solar eclipse,8
bailys-beads,solar eclipse,8
diamond-ring,solar eclipse,8
first-contact,solar eclipse,8
looking-glass,items in hush little baby,8
billy-goat,items in hush little baby,8
cart-and-bull,items in hush little baby,8
mockingbird,items in hush little baby,8
planet,arium,8
honor,arium,8
sol,arium,8
frigid,arium,8
cally,blakes 7 characters,8
tarrant,blakes 7 characters,8
servalan,blakes 7 characters,8
avon,blakes 7 characters,8
car-key,colour homophones,8
rows,colour homophones,8
read,colour homophones,8
wight,colour homophones,8
mayo,bbc radio 1 breakfast djs,8
cox,bbc radio 1 breakfast djs,8
grimshaw,bbc radio 1 breakfast djs,8
blackburn,bbc radio 1 breakfast djs,8
bute,isle of,8
dogs,isle of,8
grain,isle of,8
man,isle of,8
ivanhoe,characters played by roger moore,8
maverick,characters played by roger moore,8
sinclair,characters played by roger moore,8
templar,characters played by roger moore,8
sense,the lightning seeds songs,8
perfect,the lightning seeds songs,8
the-life-of-riley,the lightning seeds songs,8
three-lions,the lightning seeds songs,8
food,junk,8
bond,junk,8
mail,junk,8
shop,junk,8
elchi,anagrams of countries,8
pains,anagrams of countries,8
laity,anagrams of countries,8
pure,anagrams of countries,8
yeast,ingredients in bread,8
shortening,ingredients in bread,8
gluten,ingredients in bread,8
arrowroot,ingredients in bread,8
carter,actors who played comic book heroes,8
reeves,actors who played comic book heroes,8
maguire,actors who played comic book heroes,8
bale,actors who played comic book heroes,8
yew,homophones of female animals,8
mayor,homophones of female animals,8
dough,homophones of female animals,8
damn,homophones of female animals,8
grandee,local dignitaries,8
provost,local dignitaries,8
reeve,local dignitaries,8
nazim,local dignitaries,8
rioja,spanish drinks,8
sangria,spanish drinks,8
cava,spanish drinks,8
queimada,spanish drinks,8
max,residents of british islands,8
diurach,residents of british islands,8
vectian,residents of british islands,8
orcadian,residents of british islands,8
rag-doll,songs by the four seasons,8
sherry,songs by the four seasons,8
lets-hang-on,songs by the four seasons,8
silver-star,songs by the four seasons,8
sphynx,breeds of cat,8
burmese,breeds of cat,8
korat,breeds of cat,8
cornish-rex,breeds of cat,8
king,old testament books in the singular,8
chronicle,old testament books in the singular,8
judge,old testament books in the singular,8
number,old testament books in the singular,8
gnome,silent first letter,8
ptarmigan,silent first letter,8
honour,silent first letter,8
psalm,silent first letter,8
quail,game birds,8
grouse,game birds,8
pheasant,game birds,8
francolin,game birds,8
partridge,the day today newscasters,8
ohanrahahanrahan,the day today newscasters,8
wintergreen,the day today newscasters,8
sisters,the day today newscasters,8
metamorphosis,magic illusions,8
guillotine,magic illusions,8
milk-can-escape,magic illusions,8
zig-zag-girl,magic illusions,8
prior,northern ireland secretaries of states,8
mowlam,northern ireland secretaries of states,8
king,northern ireland secretaries of states,8
atkins,northern ireland secretaries of states,8
south-beach,diets,8
zone,diets,8
f-plan,diets,8
dukan,diets,8
bikini,invented by frenchmen,8
stethoscope,invented by frenchmen,8
daguerrotypes,invented by frenchmen,8
braille,invented by frenchmen,8
austin,british poets laureate,8
dryden,british poets laureate,8
betjeman,british poets laureate,8
southey,british poets laureate,8
motion,forms of sickness,8
radiation,forms of sickness,8
altitude,forms of sickness,8
morning,forms of sickness,8
iowa,us ships of wwii,8
duffy,us ships of wwii,8
saratoga,us ships of wwii,8
missouri,us ships of wwii,8
queue,words with one consonant,8
audio,words with one consonant,8
eerie,words with one consonant,8
ouzo,words with one consonant,8
turnip,anti prizes,8
golden-raspberry,anti prizes,8
pigasus,anti prizes,8
ig-nobel,anti prizes,8
salvador,settlements in the falkland islands,8
douglas,settlements in the falkland islands,8
goose-green,settlements in the falkland islands,8
darwin,settlements in the falkland islands,8
grinling,famous people called gibbons,8
stanley,famous people called gibbons,8
orlando,famous people called gibbons,8
stella,famous people called gibbons,8
libertador,famous el names,8
cordobes,famous el names,8
greco,famous el names,8
cid,famous el names,8
franks,major uk government reports,8
wolfenden,major uk government reports,8
hutton,major uk government reports,8
taylor,major uk government reports,8
butler,characters in gone with the wind,8
wilkes,characters in gone with the wind,8
ohara,characters in gone with the wind,8
hamilton,characters in gone with the wind,8
valet,domestic servants,8
footman,domestic servants,8
char,domestic servants,8
nanny,domestic servants,8
brew,nicknames for a cup of tea,8
stroupach,nicknames for a cup of tea,8
rosie,nicknames for a cup of tea,8
cuppa,nicknames for a cup of tea,8
shell,oil and gas companies,8
sinopec,oil and gas companies,8
total,oil and gas companies,8
petronas,oil and gas companies,8
dexter,terms in heraldry,8
chevron,terms in heraldry,8
fess,terms in heraldry,8
lozenge,terms in heraldry,8
list,homophones of classical composers,8
handle,homophones of classical composers,8
bird,homophones of classical composers,8
britain,homophones of classical composers,8
buffer,z ,8
bed,z ,8
axis,z ,8
cars,z ,8
glinda,wizard of oz characters,8
dorothy,wizard of oz characters,8
scarecrow,wizard of oz characters,8
toto,wizard of oz characters,8
extremis,latin terms: in,8
excelsis,latin terms: in,8
utero,latin terms: in,8
camera,latin terms: in,8
ingress,contain artists at the beginning,8
monetary,contain artists at the beginning,8
eminence,contain artists at the beginning,8
munchkin,contain artists at the beginning,8
excellency,forms of address to church figures,8
